participantId,DV_BeliefChange_Specific,Pre_Belief_Specific,Post_Belief_Specific,PercentChange,BCTI_Difference,BCTI_pre,DV_BeliefChange_General,DV_BeliefChange_Specific_Post2FU,Education_Cat,AgeYears,IH,AOT,Importance,InstitutionalTrust,Extremism,religion,genai_trust,OpenendedResponseWordCount,StudyNumber,dbscan_cluster,GenderCat,PartyCat
CD512E048CD94004891D26B69E2F6668,25.0,75.0,50.0,33.3333333333333,,,,,SomeCollege,20.0,,,2.0,2.8,1.0,8.0,1.0,117.0,2.0,Illuminati / New World Order  (4.98%),Male,Independent
2E5D21D7783C4AF0966C6576042B4692,5.0,85.0,80.0,5.88235294117647,,,,,SomeCollege,46.0,,,1.0,3.2,3.0,2.0,3.0,206.0,2.0,Malevolent Corporations  (4.49%),Female,Democrat
2BC90C9DF3DD418AB717355BC9C8E792,8.0,78.0,70.0,10.2564102564103,,,,,Masters,33.0,,,3.0,4.8,1.0,8.0,4.0,88.0,2.0,2020 Election Fraud  (4.44%),Female,Republican
E5E9AA5C1D2D45BA9FA1099F5C38162D,71.0,84.0,13.0,84.5238095238095,,,,,Bachelors,28.0,,,6.0,6.8,2.0,8.0,6.0,29.0,2.0,2020 Election Fraud  (4.44%),Female,Republican
6F5EF30ABB79457B904A327D5B67F478,0.0,60.0,60.0,0.0,,,,,HighSchool,21.0,,,4.0,6.2,2.0,7.0,5.0,58.0,2.0,Not Classified  (29.00%),Male,Democrat
C87FD362ACCB492D98E012D1C31B7F73,-10.0,70.0,80.0,-14.2857142857143,,,,,Bachelors,45.0,,,7.0,5.6,3.0,6.0,5.0,83.0,2.0,Aliens  (12.79%),Female,Democrat
32DEA1F517454177B39C5C885826D967,11.0,68.0,57.0,16.1764705882353,,,,,JD/MD,53.0,,,3.0,5.6,1.0,6.0,6.0,120.0,2.0,Illuminati / New World Order  (4.98%),Male,Independent
0F8F309B96464B85B860E8D4F8F32BF8,0.0,85.0,85.0,0.0,,,,,JD/MD,38.0,,,4.0,5.2,1.0,2.0,4.0,80.0,2.0,Malevolent Corporations  (4.49%),Male,Republican
05A817D5DA014DC4AA233348D99967EA,8.0,83.0,75.0,9.63855421686747,,,,,Bachelors,38.0,,,5.0,3.8,1.0,5.0,4.0,56.0,2.0,Aliens  (12.79%),Male,Independent
2A106A4184A241D79ABFAE1E113AD4FA,17.0,53.0,36.0,32.0754716981132,,,,,SomeCollege,65.0,,,2.0,7.2,3.0,7.0,5.0,111.0,2.0,JFK  (15.14%),Male,Democrat
4AB0A44753C54C48B0C3F735CD088259,-17.0,59.0,76.0,-28.8135593220339,,,,,Associate,24.0,,,4.0,5.0,2.0,7.0,4.0,51.0,2.0,Not Classified  (29.00%),Female,Democrat
673A14EAE89F49948353E7F92E4BDDB2,20.0,100.0,80.0,20.0,,,,,SomeCollege,22.0,,,1.0,1.0,2.0,2.0,6.0,217.0,2.0,JFK  (15.14%),Female,Independent
CEC894EA06E441F6ABC3DD5A80D6FC4B,-9.0,81.0,90.0,-11.1111111111111,,,,,Masters,49.0,,,4.0,5.6,1.0,5.0,5.0,118.0,2.0,Jeffrey Epstein  (3.66%),Female,Independent
98D94B38C6634E36BFF9FD4BCD40BB0B,20.0,50.0,30.0,40.0,,,,,HighSchool,31.0,,,0.0,5.2,1.0,7.0,4.0,140.0,2.0,Not Classified  (29.00%),Male,Independent
B424F30D3DF94AC6A8318D6C7019D283,-9.0,79.0,88.0,-11.3924050632911,,,,,SomeCollege,54.0,,,2.0,1.6,1.0,7.0,1.0,285.0,2.0,Not Classified  (29.00%),Female,Other
8E1435916D7244DF8553E028E58C1F9B,0.0,81.0,81.0,0.0,,,,,SomeCollege,65.0,,,1.0,6.0,1.0,8.0,2.0,69.0,2.0,Not Classified  (29.00%),Male,Independent
B32D065D50FB4A41BEFB66CEFB5EF832,15.0,65.0,50.0,23.0769230769231,,,,,Associate,34.0,,,4.0,2.4,2.0,8.0,4.0,94.0,2.0,JFK  (15.14%),Male,Independent
4FFEF32FA4B54BC992D33735D42C148B,6.0,88.0,82.0,6.81818181818182,,,,,Bachelors,24.0,,,5.0,2.8,1.0,1.0,3.0,125.0,2.0,Aliens  (12.79%),Male,Other
