Var1,Var2,Var3,Paragraph
,,,Chris Wall Chris must not know that that is a myth created by racist liberals. http://misfitpolitics.co/2011/11/the-magical-myth-of-the-switching-political-parties/
,,,It is energizing & powerful to see the people power in action happening at #CLPP2016! This passion is what fuels the fight for #reprorights!
,,,@gregmcelvy Mr. Trump wants a TEMPORARY hold on potential immigrants from known terrorist countries that have a record of murdering innocent Westerners. Sounds pretty rational to me. Since virtually all the terrorist attacks are launched by the well groomed members of the Religion Of Peace it also sounds pretty rational to observe where a number of their murderous plans have been hatched. Apparently a number of people agree as Mr. Trump has just moved ahead in Ohio and Florida.
,,,It is frustrating that people who hold public sector jobs should be allowed to discriminate. It is extraordinarily un-Christ-like that any legislator should consider codifying discrimination into law.
,,,Barriers created by #HB2 have created a virtual ban on abortion by making it very difficult to obtain. #WeWontGoBack http://ppact.io/28TrOEN 
,,,"Not the first one either. By their theory, abortion is tantamount to sending the zygote/embryo/fetus back to God on an earlier flight. Genius.   http://www.rawstory.com/2015/02/idaho-republican-backs-faith-healer-parents-if-i-want-to-let-my-child-be-with-god-why-is-that-wrong/#.Vt9RyGRMhPk.facebook"
,,,Mardi Hodges HAHAHA selfies... do you feel better now? Do you feel better trying to put down Elyse?
,,,"Nice. I'll need it on 3 XLs and one XXL for the husbands, and a pair of mittens for me. #KimDavis #Kimtuckyhttps://twitter.com/PoetessKarla/status/643700105636413440 …"
,,,#WeWontGoBack #StandWithPP  Twitter Bomb Happening Now pic.twitter.com/ZGt1umPFyt
,,,"I'm not sure I agree with the title of the opinion piece.  Just as elections have consequences, so do Supreme Court decisions.<br/><br/>Do we really have to be bothered with protecting the opinions that are deemed to be unpopular?  Shouldn't we all be better served if we just imposed the will of the majority, or the now-decided law of the land, on all?  <br/><br/>The concept of the ""tyranny of the the majority"" was just some pesky idea that someone invented to distract us from reaching the societal goal of a greater good.  <br/><br/>Hmm, there could be a little detail about what will happen when another administration comes in with a vastly different idea of the greater good.  Well, we'll just worry about it later."
,,,In Ann Coulter We Don't Trust.
,,,Yes well I worry he is going to let all priests off of their child abuse.
,,,I'm tweeting today for a woman's right to make her own birth control decisions. #HandsOffMyBC pic.twitter.com/CnyaFKYN3h
,,,"I don't have a problem with people saying they will pray for me unless it is to pray for me to hold the same religious beliefs that they do.  I see it as someone saying, ""I wish you good fortune"" if they are trying to be supportive of me."
,,,JUST IN: Senate reportedly fails to pass a procedural vote on legislation aimed at defunding #PlannedParenthood: http://ow.ly/QrMd3 
,,,#StandWithPP Tell Republican governors not to defund Planned Parenthood. http://share.credoaction.com/143733229t?referring_akid=.1376061.EZE3N5 … via @CREDOMobile #p2
,,,So sick of hearing about this criminal.
,,,"#KimDavis used ""Eye of the Tiger"" as her jail ""release rally"" theme? At least it wasn't ""All Day and All of the Night."" #Yoplaitcommercial"
,,,@MariaLaoise @fintanburns but I have to say that #prolife  play the man much more than #prochoice
,,,"It's a permit or license, not an endorsement. Do you really want to allow a clerk to be able to require someone to submit to her/his religious beliefs, when they are legally entitled to a permit or license? You may agree with her beliefs, but any of you who have hunting or fishing licenses should recognize these permits are against Buddhist religious convictions, and the list goes on and on. It is a legal can of worms you may not wish to support. Think about it.  Aunt Sally"
,,,#beavoice #prolife #prolifeshirts #cranberry #indigo http://www.rockforlifestore.com pic.twitter.com/gJMoLtQhIu
,,,Religious indoctrination is just so hard to break though
,,,@monicaonairtalk I'll try. Its says Xian straight rights and freedoms are more important than Xian LGBT rights and freedom #HB757 #FADA
,,,So her delusion is not limited to her bigoted religious beliefs. She's a great martyr for those religious nuts in Kentucky.
,,,Wow. The stupid people are all flocking to this thread.  I don't even know where to begin.  Maybe a crash course on the legal system and the Constitution? Then we can follow up with a lecture on why all of your theological views are bs?
,,,"I refer all readers of the NY Times to yesterday's political cartoon ""The Strip"". It delightfully and efficiently highlighted the implications of allowing individuals to select which laws they choice to obey."
,,,The RRR (Religious Republican Right) has no clue about or knowledge of the Constitution.
,,,I'm so tired of seeing this woman.
,,,"Rebecca Cowie you misinterpret.  I am not at all offended by this page. I support every vet. But I have been accused of not being a free thinker by someone on this page, just because I am Christian. That is not fair.  I absolutely respect the rights of all to believe as they will and do not ridicule others for doing so. Have a wonderful day."
,,,"HOMOSEXUALITY IS SEXUAL CRIMES AGAINST GOD & MANKIND.  IT'S A ABOMINATION TAUGHT TO YOU BY THE ELITE FILTHY RICH GREEDY IGNORENT ARROGANT LEADERS WHO HAVE BEEN USING RENT BOYS & CHILDREN FOR THERE DIRTY ABNORMAL SEXUAL BEHAVIOR.  GOD MADE ADAM & EVE NOT ADAM & STEVE & HE SAID TO GO THORTH & MULTIPLY NOT GO STICKING YOUR SEEDER UP WASTE FOOD TUBE'S.  HOW DISGUSTING ABNORMAL BEHAVIOR QUEER & VERY VERY WRONG.   👽👑👽👑👽👑👽 SAFE NON VIOLENT VEGAN REAL NEW AGE 7TH KING, King Of Kings Of Truth Right Equality Light Holy-Grail Heaven On Earth Building & Real Lord Of All The Old Secret Fraudulent Royal Societies Of All The Old Fellowships Of All The Rings.  KINGIAN Y + XXX XQ"
,,,Was trump's German family interned in WWII?
,,,"Mr. Anderson's reasoning is fundamentally flawed, as it's based on this: ""Ms. Davis didn’t cause this problem. The Supreme Court did. When the court ruled in June that same-sex marriage is a constitutional right, it redefined marriage for the nation, in a way that I and many others do not believe was constitutionally justified. And it redefined Ms. Davis’s job.""<br/>The jobs of government employees are defined by the laws of the nation, and these laws (thank goodness) change and evolve. The responsibilities of our Congresspeople, our law enforcement personnel, those who work in our courts, and more - these change in slight or in great ways constantly due to changes in the law. This does not give them the right to abrogate their duties.<br/>Conscientious objection is irrelevant:  we do not, in fact, have a ""rich history"" of this excepting military conscription, and the current definition of and support for conscientious objection comes from the UN Commission on Human Rights. Ms. Davis is not fighting for her human rights - she is, in fact, fighting to abrogate the rights of others. The practice of her religion is her right, human (we can safely say) and constitutional. Her refusing to do her job,though,  is not a human rights issue.<br/>Mr. Anderson does not agree with the SCOTUS ruling. That is unfortunate, but it doesn't give him a logical, legal, or ethical leg to stand on in saying that Ms. Davis has the right to alter her job according to her personal beliefs."
,,,"The author's passing reference to ""homophobia"" is what jumped out at me. Oh dear me, in the midst of the West's existential crisis, let us not fail to address the pressing concern of ""transphobia"" as well. Please.......The postmodern West's distorted views about human sexuality are culturally suicidal. The nations of Europe wouldn't have a combined 48 million muslims (some portion of whom we need to be deeply worried about) if Europeans themselves were having children at the replacement rate of 2.1 children per family. The birth rates in Italy and Spain are so low that if current trends continue, by 2050, 60% of native Italians and Spanish people will have no sibling, first cousin, aunt or uncle. And by this time the ratio of working people to pensioners will be roughly 1:1. This demographic freefall, which is transforming (Islamifying) Europe before our very eyes, will not be arrested without the revival of sexual ethics that are consistent with natural law."
,,,those videos were FABRICATED @ChrisChristie #StandWithPP
,,,He really is Hitler. Substitute Muslims for Jews and it's the exact same speeches.
,,,Satin! Muslin! These are the materials tearing at the fabric of society!
,,,Great read on the implications of the Hobby Lobby case on #religiousfreedom this #SCOTUS term http://nyti.ms/1kV1ASv  #courtsmatter
,,,So is Chicago!
,,,Backing Kim Davis! Hang in there.
,,,"Holy rollers actually, or if you've seen the video, you might place them as some sort of St Vitus dancers."
,,,"The government has more laws than God and has criminalized more behaviors than God.  They also have real prisons where horrible things happen to people, not just a vague vision of an ill-defined existence in hell.  ALL governments have enormous Books of Laws that allow them to behead, hang, electrocute, shoot, stone, murder or ruin people every year; such laws are on the increase.I can understand why many prefer the soft touch of a love-based faith urging and encouraging those who practice it to be better over the merciless application of millions of pages of the Code of Federal Regulations and the like, where penalties are absolute and forgiveness is absent.Some, certainly not all, religions (or faiths) ""make sense"".  For the cynic, they are a means of controlling many people with very few ""police"" having to be paid.  For the faithful, they band together communities of like-minded and like-hearted people; they are a pleasure in life.  Who would say that about the State?"
,,,A baby's heart starts beating 22 days after #conception which is before the mother has even missed her first period #prolife #fastfacts
,,,I stand in solidarity with Planned Parenthood against extremism & violent attacks. #CareNoMatterWhat #Standwithpp http://d.shpg.org/163586977t 
,,,"better said the Pope would say ""Por favor no hables por me"", Please do not speak for me! :p"
,,,"No, Obama is not muslim. He says he is a christian."
,,,Do you know how many are homosexual's?  or how many have a friend(s) or family member that is a homosexual? ALL that does matter...
,,,I guess those verses about God blessing the meek and the humble are the ones they're choosing to ignore this week.
,,,"Mike #Huckabee compares bigot #KimDavis to Abraham Lincoln.
https://youtu.be/Q-QSrzeNGLM  via @YouTube #Election #GOPClownCar"
,,,Are the lives of children conceived in rape worth less than other lives? @ChrisChristie @JebBush @mkhammer #GOPDebate #prolife
,,,Weird that the right wing supports profiling but resists background checks when buying an AR-15
,,,"Church people are the ignorant people on earth. If and especially the men on here who condone abuse and beat on your wives, you are not worthy to be marriage material. Ladies, if you are dating someone like this, let the relationship go, even if you see signs of mistreatment."
,,,"Where the anthem ""we don't need no education"" went wrong."
,,,"They should have kept her butt in jail. What gives, she's allowed to not perform her sworn duties as town clerk and duties that the Supreme Court has ruled are her responsibility to perform as she took an oath to do so? Throw her back in jail, turn the lock, and throw away the key, until such a date that she decides to enthusiastically perform her sworn duties."
,,,"She can only be removed by impeachment by the state legislature, and they don't meet again until January."
,,,"@AllianceDefends No, it is not ""illegal to be #prolife "". There are laws to reduce CPCs from misleading ppl. Learn the diff. #Prochoice"
,,,"Separation of church and state...the end...if you can not do that, the solution is that you do not work in a government job ....how more simple can it be?"
,,,@pudcast245 And before they learn that #PlannedParenthood illegally harvests intact organs for sale without mother's consent. #defundPP
,,,#PlannedParenthood Subject of Nationwide Protest on Saturday via @CTMagazine http://www.christianitytoday.com/gleanings/2015/august/planned-parenthood-subject-of-nationwide-protest-on-saturda.html?&visit_source=twitter … #ProtestPP #tcot #ccot #tlot
,,,"Would it solve the problem for the employee to file a document stating that their employer refuses coverage?<br/><br/>Alternatively, the law should mandate that employers who refuse coverage provide six months of paid parental leave, guarantee return to work and a 50% pay increase to cover child-raising costs."
,,,Do your job #kimdavis pic.twitter.com/eGgIQGcDH3
,,,Like mammograms which it was proven they don't do? No #TrumpTrain here #AlwaysTrump lied. #prolife and proud https://twitter.com/RepublicanMvmnt/status/703946271371821056 …
,,,Strange how when you start to use your brain and think for yourself you are seduced away from religion. There must be an unholy trick!
,,,"Well, to be accurate, Islam agrees with Trump 100% on this particular issue."
